movie_title,genres,actor_1_name,actor_2_name,title_year,country,movie_imdb_link
"Hail, Caesar!",Comedy|Mystery,Scarlett Johansson,Channing Tatum,2016,UK,http://www.imdb.com/title/tt0475290/?ref_=fn_tt_tt_1
Josie and the Pussycats,Comedy|Music,Rosario Dawson,Paulo Costanzo,2001,Canada,http://www.imdb.com/title/tt0236348/?ref_=fn_tt_tt_1
Homefront,Action|Crime|Drama|Thriller,Jason Statham,James Franco,2013,USA,http://www.imdb.com/title/tt2312718/?ref_=fn_tt_tt_1
The Little Vampire,Adventure|Comedy|Family|Fantasy,Richard E. Grant,Jim Carter,2000,Germany,http://www.imdb.com/title/tt0192255/?ref_=fn_tt_tt_1
I Heart Huckabees,Comedy,Naomi Watts,Lily Tomlin,2004,USA,http://www.imdb.com/title/tt0356721/?ref_=fn_tt_tt_1
RoboCop 3,Action|Crime|Sci-Fi|Thriller,CCH Pounder,Rip Torn,1993,USA,http://www.imdb.com/title/tt0107978/?ref_=fn_tt_tt_1
Megiddo: The Omega Code 2,Action|Adventure|Fantasy|Sci-Fi|Thriller,Michael Biehn,Udo Kier,2001,USA,http://www.imdb.com/title/tt0263728/?ref_=fn_tt_tt_1
Darling Lili,Comedy|Drama|Musical|Romance|War,Rock Hudson,Vernon Dobtcheff,1970,USA,http://www.imdb.com/title/tt0065611/?ref_=fn_tt_tt_1
Dudley Do-Right,Comedy|Family|Romance,Brendan Fraser,Alex Rocco,1999,USA,http://www.imdb.com/title/tt0160236/?ref_=fn_tt_tt_1
The Transporter Refueled,Action|Crime|Thriller,Ed Skrein,NoA©mie Lenoir,2015,France,http://www.imdb.com/title/tt2938956/?ref_=fn_tt_tt_1
The Libertine,Drama|Romance,Johnny Depp,Jack Davenport,2004,UK,http://www.imdb.com/title/tt0375920/?ref_=fn_tt_tt_1
Black Book,Drama|Thriller|War,Michiel Huisman,Sebastian Koch,2006,Netherlands,http://www.imdb.com/title/tt0389557/?ref_=fn_tt_tt_1
Joyeux Noel,Drama|History|Music|Romance|War,Gary Lewis,Dany Boon,2005,France,http://www.imdb.com/title/tt0424205/?ref_=fn_tt_tt_1
Hit and Run,Action|Comedy|Romance,Bradley Cooper,Tom Arnold,2012,USA,http://www.imdb.com/title/tt2097307/?ref_=fn_tt_tt_1
Mad Money,Comedy|Crime|Thriller,Stephen Root,Ted Danson,2008,USA,http://www.imdb.com/title/tt0951216/?ref_=fn_tt_tt_1
Before I Go to Sleep,Drama|Mystery|Thriller,Colin Firth,Ben Crompton,2014,UK,http://www.imdb.com/title/tt1726592/?ref_=fn_tt_tt_1
Sorcerer,Adventure|Drama|Thriller,Roy Scheider,Joe Spinell,1977,USA,http://www.imdb.com/title/tt0076740/?ref_=fn_tt_tt_1
Stone,Drama|Thriller,Robert De Niro,Milla Jovovich,2010,USA,http://www.imdb.com/title/tt1423995/?ref_=fn_tt_tt_1
MoliA¨re,Comedy|History,Romain Duris,Ludivine Sagnier,2007,France,http://www.imdb.com/title/tt0796335/?ref_=fn_tt_tt_1
Out of the Furnace,Crime|Drama|Thriller,Christian Bale,Sam Shepard,2013,USA,http://www.imdb.com/title/tt1206543/?ref_=fn_tt_tt_1
Michael Clayton,Crime|Drama|Mystery|Thriller,Tom Wilkinson,Denis OHare,2007,USA,http://www.imdb.com/title/tt0465538/?ref_=fn_tt_tt_1
My Fellow Americans,Adventure|Comedy,Wilford Brimley,Bradley Whitford,1996,USA,http://www.imdb.com/title/tt0117119/?ref_=fn_tt_tt_1
Arlington Road,Crime|Drama|Thriller,Jeff Bridges,Spencer Treat Clark,1999,USA,http://www.imdb.com/title/tt0137363/?ref_=fn_tt_tt_1
Underdogs,Adventure|Animation|Family|Sport,Pablo Rago,Diego Ramos,2013,Spain,http://www.imdb.com/title/tt1634003/?ref_=fn_tt_tt_1
To Rome with Love,Comedy|Romance,Ornella Muti,Judy Davis,2012,USA,http://www.imdb.com/title/tt1859650/?ref_=fn_tt_tt_1
Firefox,Action|Adventure|Thriller,Clint Eastwood,Warren Clarke,1982,USA,http://www.imdb.com/title/tt0083943/?ref_=fn_tt_tt_1
South Park: Bigger Longer & Uncut,Animation|Comedy|Fantasy|Musical,Minnie Driver,Eric Idle,1999,USA,http://www.imdb.com/title/tt0158983/?ref_=fn_tt_tt_1
Death at a Funeral,Comedy,Peter Dinklage,Ewen Bremner,2007,USA,http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1
Teenage Mutant Ninja Turtles III,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Paige Turco,John Aylward,1993,USA,http://www.imdb.com/title/tt0108308/?ref_=fn_tt_tt_1
Hardball,Drama|Sport,Keanu Reeves,D.B. Sweeney,2001,USA,http://www.imdb.com/title/tt0180734/?ref_=fn_tt_tt_1
Silver Linings Playbook,Comedy|Drama|Romance,Jennifer Lawrence,Robert De Niro,2012,USA,http://www.imdb.com/title/tt1045658/?ref_=fn_tt_tt_1
Freedom Writers,Biography|Crime|Drama,Hunter Parrish,Scott Glenn,2007,Germany,http://www.imdb.com/title/tt0463998/?ref_=fn_tt_tt_1
For Colored Girls,Drama,Omari Hardwick,Loretta Devine,2010,USA,http://www.imdb.com/title/tt1405500/?ref_=fn_tt_tt_1
The Transporter,Action|Crime|Thriller,Jason Statham,Qi Shu,2002,France,http://www.imdb.com/title/tt0293662/?ref_=fn_tt_tt_1
Never Back Down,Action|Drama|Sport,Djimon Hounsou,Neil Brown Jr.,2008,USA,http://www.imdb.com/title/tt1023111/?ref_=fn_tt_tt_1
The Rage: Carrie 2,Horror|Sci-Fi|Thriller,Jason London,Rachel Blanchard,1999,USA,http://www.imdb.com/title/tt0144814/?ref_=fn_tt_tt_1
The Bachelor            ,Game-Show|Reality-TV|Romance,Chris Harrison,,,USA,http://www.imdb.com/title/tt0313038/?ref_=fn_tt_tt_1
Away We Go,Comedy|Drama|Romance,Catherine OHara,Jim Gaffigan,2009,USA,http://www.imdb.com/title/tt1176740/?ref_=fn_tt_tt_1
Swing Vote,Comedy|Drama,Madeline Carroll,Judge Reinhold,2008,USA,http://www.imdb.com/title/tt1027862/?ref_=fn_tt_tt_1
Moonlight Mile,Drama|Romance,Jake Gyllenhaal,Holly Hunter,2002,USA,http://www.imdb.com/title/tt0179098/?ref_=fn_tt_tt_1
Tinker Tailor Soldier Spy,Drama|Mystery|Thriller,Benedict Cumberbatch,Colin Firth,2011,France,http://www.imdb.com/title/tt1340800/?ref_=fn_tt_tt_1
Molly,Comedy|Drama|Romance,Elaine Hendrix,Jill Hennessy,1999,USA,http://www.imdb.com/title/tt0143746/?ref_=fn_tt_tt_1
The Beaver,Drama,Jennifer Lawrence,Cherry Jones,2011,USA,http://www.imdb.com/title/tt1321860/?ref_=fn_tt_tt_1
The Best Little Whorehouse in Texas,Comedy|Musical,Dolly Parton,Barry Corbin,1982,USA,http://www.imdb.com/title/tt0083642/?ref_=fn_tt_tt_1
eXistenZ,Horror|Sci-Fi|Thriller,Jennifer Jason Leigh,Sarah Polley,1999,Canada,http://www.imdb.com/title/tt0120907/?ref_=fn_tt_tt_1
Raiders of the Lost Ark,Action|Adventure,Harrison Ford,Karen Allen,1981,USA,http://www.imdb.com/title/tt0082971/?ref_=fn_tt_tt_1
Home Alone 2: Lost in New York,Adventure|Comedy|Family,Macaulay Culkin,Kieran Culkin,1992,USA,http://www.imdb.com/title/tt0104431/?ref_=fn_tt_tt_1
Close Encounters of the Third Kind,Drama|Sci-Fi,Bob Balaban,Teri Garr,1977,USA,http://www.imdb.com/title/tt0075860/?ref_=fn_tt_tt_1
Pulse,Drama|Horror|Sci-Fi|Thriller,Ian Somerhalder,Christina Milian,2006,USA,http://www.imdb.com/title/tt0454919/?ref_=fn_tt_tt_1
Beverly Hills Cop II,Action|Comedy|Crime|Thriller,Dean Stockwell,Judge Reinhold,1987,USA,http://www.imdb.com/title/tt0092644/?ref_=fn_tt_tt_1
Bringing Down the House,Comedy,Angus T. Jones,Kimberly J. Brown,2003,USA,http://www.imdb.com/title/tt0305669/?ref_=fn_tt_tt_1
The Silence of the Lambs,Crime|Drama|Horror|Thriller,Anthony Hopkins,Scott Glenn,1991,USA,http://www.imdb.com/title/tt0102926/?ref_=fn_tt_tt_1
Waynes World,Comedy|Music,Tia Carrere,Lara Flynn Boyle,1992,USA,http://www.imdb.com/title/tt0105793/?ref_=fn_tt_tt_1
Jackass 3D,Action|Comedy|Documentary,Bam Margera,Steve-O,2010,USA,http://www.imdb.com/title/tt1116184/?ref_=fn_tt_tt_1
Jaws 2,Adventure|Horror|Thriller,Roy Scheider,Murray Hamilton,1978,USA,http://www.imdb.com/title/tt0077766/?ref_=fn_tt_tt_1
Beverly Hills Chihuahua,Adventure|Comedy|Drama|Family|Romance,Jamie Lee Curtis,Nick Zano,2008,USA,http://www.imdb.com/title/tt1014775/?ref_=fn_tt_tt_1
The Conjuring,Horror|Mystery|Thriller,Mackenzie Foy,Lili Taylor,2013,USA,http://www.imdb.com/title/tt1457767/?ref_=fn_tt_tt_1
Are We There Yet?,Adventure|Comedy|Family|Romance,Nia Long,Tracy Morgan,2005,USA,http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1
Tammy,Comedy,Gary Cole,Mark Duplass,2014,USA,http://www.imdb.com/title/tt2103254/?ref_=fn_tt_tt_1
Disturbia,Drama|Mystery|Thriller,Sarah Roemer,Aaron Yoo,2007,USA,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1
School of Rock,Comedy|Music,Miranda Cosgrove,Sarah Silverman,2003,USA,http://www.imdb.com/title/tt0332379/?ref_=fn_tt_tt_1
Mortal Kombat,Action|Adventure|Fantasy|Sci-Fi|Thriller,Christopher Lambert,Cary-Hiroyuki Tagawa,1995,USA,http://www.imdb.com/title/tt0113855/?ref_=fn_tt_tt_1
Wicker Park,Drama|Mystery|Romance|Thriller,Jessica ParA©,Christopher Cousins,2004,USA,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1
White Chicks,Comedy|Crime,Busy Philipps,Jaime King,2004,USA,http://www.imdb.com/title/tt0381707/?ref_=fn_tt_tt_1
The Descendants,Comedy|Drama,Shailene Woodley,Nick Krause,2011,USA,http://www.imdb.com/title/tt1033575/?ref_=fn_tt_tt_1
Holes,Adventure|Comedy|Drama|Family|Mystery,Tim Blake Nelson,Zane Holtz,2003,USA,http://www.imdb.com/title/tt0311289/?ref_=fn_tt_tt_1
The Last Song,Drama|Family|Music|Romance,Kelly Preston,Bobby Coleman,2010,USA,http://www.imdb.com/title/tt1294226/?ref_=fn_tt_tt_1
12 Years a Slave,Biography|Drama|History,QuvenzhanA© Wallis,Scoot McNairy,2013,USA,http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1
Drumline,Comedy|Drama|Music|Romance,Leonard Roberts,Nick Cannon,2002,USA,http://www.imdb.com/title/tt0303933/?ref_=fn_tt_tt_1
Why Did I Get Married Too?,Comedy|Drama|Romance,Michael Jai White,Cicely Tyson,2010,USA,http://www.imdb.com/title/tt1391137/?ref_=fn_tt_tt_1
Edward Scissorhands,Fantasy|Romance,Johnny Depp,Dianne Wiest,1990,USA,http://www.imdb.com/title/tt0099487/?ref_=fn_tt_tt_1
Me Before You,Drama|Romance,Sam Claflin,Emilia Clarke,2016,UK,http://www.imdb.com/title/tt2674426/?ref_=fn_tt_tt_1
Madeas Witness Protection,Comedy|Crime|Drama,John Amos,Tom Arnold,2012,USA,http://www.imdb.com/title/tt2215285/?ref_=fn_tt_tt_1
The French Connection,Action|Crime|Drama|Thriller,Roy Scheider,Fernando Rey,1971,USA,http://www.imdb.com/title/tt0067116/?ref_=fn_tt_tt_1
Bad Moms,Comedy,Mila Kunis,Jay Hernandez,2016,USA,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1
Date Movie,Comedy|Romance,Alyson Hannigan,Carmen Electra,2006,USA,http://www.imdb.com/title/tt0466342/?ref_=fn_tt_tt_1
Return to Never Land,Adventure|Animation|Family|Fantasy,Roger Rees,Rob Paulsen,2002,USA,http://www.imdb.com/title/tt0280030/?ref_=fn_tt_tt_1
Selma,Biography|Drama|History,David Oyelowo,Tom Wilkinson,2014,UK,http://www.imdb.com/title/tt1020072/?ref_=fn_tt_tt_1
The Jungle Book 2,Adventure|Animation|Family|Musical,Haley Joel Osment,Phil Collins,2003,USA,http://www.imdb.com/title/tt0283426/?ref_=fn_tt_tt_1
Boogeyman,Drama|Horror|Mystery|Thriller,Barry Watson,Skye McCole Bartusiak,2005,USA,http://www.imdb.com/title/tt0357507/?ref_=fn_tt_tt_1
Premonition,Drama|Mystery|Thriller,Nia Long,Amber Valletta,2007,USA,http://www.imdb.com/title/tt0477071/?ref_=fn_tt_tt_1
The Tigger Movie,Animation|Comedy|Drama|Family|Musical,Kath Soucie,John Fiedler,2000,USA,http://www.imdb.com/title/tt0220099/?ref_=fn_tt_tt_1
Orphan,Horror|Mystery|Thriller,Jimmy Bennett,CCH Pounder,2009,USA,http://www.imdb.com/title/tt1148204/?ref_=fn_tt_tt_1
Max,Adventure|Family,Jay Hernandez,Joseph Julian Soria,2015,USA,http://www.imdb.com/title/tt3369806/?ref_=fn_tt_tt_1
Meet the Browns            ,Comedy,Lamman Rucker,David Mann,,USA,http://www.imdb.com/title/tt1319598/?ref_=fn_tt_tt_1
Epic Movie,Adventure|Comedy,David Carradine,Carmen Electra,2007,USA,http://www.imdb.com/title/tt0799949/?ref_=fn_tt_tt_1
Conan the Barbarian,Adventure|Fantasy,William Smith,Mako,1982,USA,http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1
Spotlight,Biography|Crime|Drama|History,Billy Crudup,Jamey Sheridan,2015,USA,http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1
Lakeview Terrace,Crime|Drama|Thriller,Jay Hernandez,Justin Chambers,2008,USA,http://www.imdb.com/title/tt0947802/?ref_=fn_tt_tt_1
The Grudge 2,Horror|Thriller,Sarah Michelle Gellar,Sarah Roemer,2006,USA,http://www.imdb.com/title/tt0433386/?ref_=fn_tt_tt_1
How Stella Got Her Groove Back,Comedy|Drama|Romance,Richard Lawson,James Pickens Jr.,1998,USA,http://www.imdb.com/title/tt0120703/?ref_=fn_tt_tt_1
Bill & Teds Bogus Journey,Adventure|Comedy|Fantasy|Music|Sci-Fi,Keanu Reeves,George Carlin,1991,USA,http://www.imdb.com/title/tt0101452/?ref_=fn_tt_tt_1
Man of the Year,Comedy|Drama|Romance|Thriller,Robin Williams,Tina Fey,2006,USA,http://www.imdb.com/title/tt0483726/?ref_=fn_tt_tt_1
The Black Hole,Action|Sci-Fi,Robert Forster,Maximilian Schell,1979,USA,http://www.imdb.com/title/tt0078869/?ref_=fn_tt_tt_1
The American,Crime|Drama|Thriller,Violante Placido,Thekla Reuten,2010,USA,http://www.imdb.com/title/tt1440728/?ref_=fn_tt_tt_1
Selena,Biography|Drama|Music,Jon Seda,Constance Marie,1997,USA,http://www.imdb.com/title/tt0120094/?ref_=fn_tt_tt_1
Vampires Suck,Comedy,Diedrich Bader,Dave Foley,2010,USA,http://www.imdb.com/title/tt1666186/?ref_=fn_tt_tt_1
Babel,Drama,Brad Pitt,Harriet Walter,2006,France,http://www.imdb.com/title/tt0449467/?ref_=fn_tt_tt_1
This Is Where I Leave You,Comedy|Drama,Tina Fey,Abigail Spencer,2014,USA,http://www.imdb.com/title/tt1371150/?ref_=fn_tt_tt_1
Doubt,Drama|Mystery,Philip Seymour Hoffman,Meryl Streep,2008,USA,http://www.imdb.com/title/tt0918927/?ref_=fn_tt_tt_1
Team America: World Police,Action|Comedy,Jeremy Shada,Maurice LaMarche,2004,USA,http://www.imdb.com/title/tt0372588/?ref_=fn_tt_tt_1
Texas Chainsaw 3D,Horror|Thriller,Gunnar Hansen,Keram Malicki-SA¡nchez,2013,USA,http://www.imdb.com/title/tt1572315/?ref_=fn_tt_tt_1
Copycat,Crime|Drama|Mystery|Thriller,William McNamara,Holly Hunter,1995,USA,http://www.imdb.com/title/tt0112722/?ref_=fn_tt_tt_1
Scary Movie 5,Comedy,Marisa Saks,Snoop Dogg,2013,USA,http://www.imdb.com/title/tt0795461/?ref_=fn_tt_tt_1
Paint Your Wagon,Comedy|Drama|Musical|Romance|Western,Clint Eastwood,Lee Marvin,1969,USA,http://www.imdb.com/title/tt0064782/?ref_=fn_tt_tt_1
Milk,Biography|Drama|History,James Franco,Denis OHare,2008,USA,http://www.imdb.com/title/tt1013753/?ref_=fn_tt_tt_1
Risen,Action|Adventure|Drama|Mystery,Peter Firth,Jan Cornet,2016,USA,http://www.imdb.com/title/tt3231054/?ref_=fn_tt_tt_1
Ghost Ship,Horror,Isaiah Washington,Ron Eldard,2002,USA,http://www.imdb.com/title/tt0288477/?ref_=fn_tt_tt_1
A Very Harold & Kumar 3D Christmas,Adventure|Comedy,Patton Oswalt,Thomas Lennon,2011,USA,http://www.imdb.com/title/tt1268799/?ref_=fn_tt_tt_1
Wild Things,Crime|Drama|Mystery|Thriller,Bill Murray,Robert Wagner,1998,USA,http://www.imdb.com/title/tt0120890/?ref_=fn_tt_tt_1
The Stepfather,Crime|Thriller,Sela Ward,Paige Turco,2009,USA,http://www.imdb.com/title/tt0814335/?ref_=fn_tt_tt_1
The Debt,Drama|Thriller,Tom Wilkinson,Jesper Christensen,2010,USA,http://www.imdb.com/title/tt1226753/?ref_=fn_tt_tt_1
High Fidelity,Comedy|Drama|Music|Romance,Drake Bell,Lili Taylor,2000,UK,http://www.imdb.com/title/tt0146882/?ref_=fn_tt_tt_1
One Missed Call,Horror|Mystery,Johnny Lewis,Jason Beghe,2008,Japan,http://www.imdb.com/title/tt0479968/?ref_=fn_tt_tt_1
Eye for an Eye,Crime|Drama|Thriller,Joe Mantegna,Beverly DAngelo,1996,USA,http://www.imdb.com/title/tt0116260/?ref_=fn_tt_tt_1
The Bank Job,Crime|Drama|Romance|Thriller,Jason Statham,Saffron Burrows,2008,UK,http://www.imdb.com/title/tt0200465/?ref_=fn_tt_tt_1
Eternal Sunshine of the Spotless Mind,Drama|Fantasy|Romance|Sci-Fi,Kate Winslet,Kirsten Dunst,2004,USA,http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1
You Again,Comedy|Family|Romance,Jamie Lee Curtis,James Wolk,2010,USA,http://www.imdb.com/title/tt1414382/?ref_=fn_tt_tt_1
Street Kings,Action|Crime|Drama|Thriller,Keanu Reeves,Chris Evans,2008,USA,http://www.imdb.com/title/tt0421073/?ref_=fn_tt_tt_1
The Worlds End,Action|Comedy|Sci-Fi,Michael Smiley,Thomas Law,2013,UK,http://www.imdb.com/title/tt1213663/?ref_=fn_tt_tt_1
Nancy Drew,Comedy|Crime|Family|Mystery|Romance|Thriller,Kay Panabaker,Laura Harring,2007,USA,http://www.imdb.com/title/tt0479500/?ref_=fn_tt_tt_1
Daybreakers,Action|Horror|Sci-Fi|Thriller,Jay Lagaaia,Damien Garvey,2009,Australia,http://www.imdb.com/title/tt0433362/?ref_=fn_tt_tt_1
Shes Out of My League,Comedy|Romance,Mike Vogel,Kim Shaw,2010,USA,http://www.imdb.com/title/tt0815236/?ref_=fn_tt_tt_1
Monte Carlo,Adventure|Comedy|Family|Romance,Leighton Meester,Luke Bracey,2011,Hungary,http://www.imdb.com/title/tt1067774/?ref_=fn_tt_tt_1
Stay Alive,Horror|Thriller,Adam Goldberg,Frankie Muniz,2006,USA,http://www.imdb.com/title/tt0441796/?ref_=fn_tt_tt_1
Quigley Down Under,Action|Adventure|Drama|Romance|Western,Alan Rickman,Tom Selleck,1990,Australia,http://www.imdb.com/title/tt0102744/?ref_=fn_tt_tt_1
Alpha and Omega,Adventure|Animation|Comedy|Family|Romance,Kevin Sussman,Larry Miller,2010,USA,http://www.imdb.com/title/tt1213012/?ref_=fn_tt_tt_1
The Covenant,Action|Fantasy|Horror|Thriller,Laura Ramsey,Kyle Schmid,2006,USA,http://www.imdb.com/title/tt0475944/?ref_=fn_tt_tt_1
Stick It,Comedy|Drama|Sport,Jeff Bridges,Vanessa Lengies,2006,Germany,http://www.imdb.com/title/tt0430634/?ref_=fn_tt_tt_1
Shorts,Comedy|Family|Fantasy,Jimmy Bennett,Leo Howard,2009,USA,http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1
To Die For,Comedy|Crime|Drama,Kurtwood Smith,Wayne Knight,1995,USA,http://www.imdb.com/title/tt0114681/?ref_=fn_tt_tt_1
Nerve,Adventure|Crime|Mystery|Sci-Fi|Thriller,Samira Wiley,Marc John Jefferies,2016,USA,http://www.imdb.com/title/tt3531824/?ref_=fn_tt_tt_1
Appaloosa,Crime|Drama|Western,Viggo Mortensen,James Gammon,2008,USA,http://www.imdb.com/title/tt0800308/?ref_=fn_tt_tt_1
Vampires,Action|Horror|Thriller,Sheryl Lee,Cary-Hiroyuki Tagawa,1998,USA,http://www.imdb.com/title/tt0120877/?ref_=fn_tt_tt_1
Yu-Gi-Oh! Duel Monsters            ,Action|Adventure|Animation|Family|Fantasy,Pablo Sevilla,,,Japan,http://www.imdb.com/title/tt0249327/?ref_=fn_tt_tt_1
Psycho,Horror|Mystery|Thriller,Janet Leigh,Vera Miles,1960,USA,http://www.imdb.com/title/tt0054215/?ref_=fn_tt_tt_1
My Best Friends Girl,Comedy|Romance,Dane Cook,Taran Killam,2008,USA,http://www.imdb.com/title/tt1046163/?ref_=fn_tt_tt_1
Endless Love,Drama|Romance,Alex Pettyfer,Bruce Greenwood,2014,USA,http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1
Georgia Rule,Comedy|Drama,Hector Elizondo,Zachary Gordon,2007,USA,http://www.imdb.com/title/tt0791304/?ref_=fn_tt_tt_1
Under the Rainbow,Comedy,Mako,Adam Arkin,1981,USA,http://www.imdb.com/title/tt0083254/?ref_=fn_tt_tt_1
Ladyhawke,Adventure|Comedy|Drama|Fantasy,Matthew Broderick,John Wood,1985,USA,http://www.imdb.com/title/tt0089457/?ref_=fn_tt_tt_1
Simon Birch,Comedy|Drama|Family,Oliver Platt,Jan Hooks,1998,USA,http://www.imdb.com/title/tt0124879/?ref_=fn_tt_tt_1
Reign Over Me,Drama,Adam Sandler,Don Cheadle,2007,USA,http://www.imdb.com/title/tt0490204/?ref_=fn_tt_tt_1
Into the Wild,Adventure|Biography|Drama,Kristen Stewart,William Hurt,2007,USA,http://www.imdb.com/title/tt0758758/?ref_=fn_tt_tt_1
School for Scoundrels,Comedy,Jon Heder,Sarah Silverman,2006,USA,http://www.imdb.com/title/tt0462519/?ref_=fn_tt_tt_1
Silent Hill: Revelation 3D,Adventure|Drama|Horror|Mystery|Thriller,Radha Mitchell,Deborah Kara Unger,2012,France,http://www.imdb.com/title/tt0938330/?ref_=fn_tt_tt_1
From Dusk Till Dawn,Crime|Fantasy|Horror,Quentin Tarantino,Salma Hayek,1996,USA,http://www.imdb.com/title/tt0116367/?ref_=fn_tt_tt_1
Poohs Heffalump Movie,Animation|Family|Fantasy|Mystery,Kath Soucie,Brenda Blethyn,2005,USA,http://www.imdb.com/title/tt0407121/?ref_=fn_tt_tt_1
Home for the Holidays,Comedy|Drama|Romance,Robert Downey Jr.,Holly Hunter,1995,USA,http://www.imdb.com/title/tt0113321/?ref_=fn_tt_tt_1
Kung Fu Hustle,Action|Comedy|Crime|Fantasy,Shengyi Huang,Chi Ling Chiu,2004,Hong Kong,http://www.imdb.com/title/tt0373074/?ref_=fn_tt_tt_1
Fired Up            ,Comedy,Leah Remini,Mark Feuerstein,,USA,http://www.imdb.com/title/tt0118315/?ref_=fn_tt_tt_1
The Country Bears,Comedy|Family|Music|Musical,Haley Joel Osment,Alex Rocco,2002,USA,http://www.imdb.com/title/tt0276033/?ref_=fn_tt_tt_1
The Kite Runner,Drama,Mustafa Haidari,Shaun Toub,2007,USA,http://www.imdb.com/title/tt0419887/?ref_=fn_tt_tt_1
21 Grams,Drama,Naomi Watts,Eddie Marsan,2003,USA,http://www.imdb.com/title/tt0315733/?ref_=fn_tt_tt_1
Paparazzi,Action|Crime|Drama|Thriller,Cole Hauser,Tom Hollander,2004,USA,http://www.imdb.com/title/tt0338325/?ref_=fn_tt_tt_1
Twilight,Drama|Fantasy|Romance,Kristen Stewart,Taylor Lautner,2008,USA,http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1
A Guy Thing,Comedy|Romance,Thomas Lennon,Lochlyn Munro,2003,USA,http://www.imdb.com/title/tt0295289/?ref_=fn_tt_tt_1
Loser,Comedy|Romance,Andy Dick,Robert Miano,2000,USA,http://www.imdb.com/title/tt0217630/?ref_=fn_tt_tt_1
Capitalism: A Love Story,Crime|Documentary|News,Ronald Reagan,Michael Moore,2009,USA,http://www.imdb.com/title/tt1232207/?ref_=fn_tt_tt_1
The Greatest Story Ever Told,Biography|Drama|History,Martin Landau,Carroll Baker,1965,USA,http://www.imdb.com/title/tt0059245/?ref_=fn_tt_tt_1
Secret in Their Eyes,Crime|Drama|Mystery|Thriller,Julia Roberts,Michael Kelly,2015,USA,http://www.imdb.com/title/tt1741273/?ref_=fn_tt_tt_1
Disaster Movie,Comedy,Carmen Electra,Tony Cox,2008,USA,http://www.imdb.com/title/tt1213644/?ref_=fn_tt_tt_1
Armored,Action|Crime|Thriller,Andrew Fiscella,Fred Ward,2009,USA,http://www.imdb.com/title/tt0913354/?ref_=fn_tt_tt_1
The Man Who Knew Too Little,Action|Comedy|Crime|Thriller,Bill Murray,Peter Gallagher,1997,USA,http://www.imdb.com/title/tt0120483/?ref_=fn_tt_tt_1
Whats Your Number?,Comedy|Romance,Chris Evans,Ari Graynor,2011,USA,http://www.imdb.com/title/tt0770703/?ref_=fn_tt_tt_1
Lockout,Action|Adventure|Sci-Fi|Thriller,Joseph Gilgun,Vincent Regan,2012,France,http://www.imdb.com/title/tt1592525/?ref_=fn_tt_tt_1
Envy,Comedy,Amy Poehler,Ariel Gade,2004,USA,http://www.imdb.com/title/tt0326856/?ref_=fn_tt_tt_1
Crank: High Voltage,Action|Crime|Sci-Fi|Thriller,Jason Statham,Clifton Collins Jr.,2009,USA,http://www.imdb.com/title/tt1121931/?ref_=fn_tt_tt_1
Bullets Over Broadway,Comedy|Crime,Jim Broadbent,Chazz Palminteri,1994,USA,http://www.imdb.com/title/tt0109348/?ref_=fn_tt_tt_1
One Night with the King,Biography|Drama|History,James Callis,Tiffany Dupont,2006,USA,http://www.imdb.com/title/tt0430431/?ref_=fn_tt_tt_1
The Quiet American,Drama|Mystery|Romance|Thriller|War,Brendan Fraser,Tzi Ma,2002,UK,http://www.imdb.com/title/tt0258068/?ref_=fn_tt_tt_1
The Weather Man,Comedy|Drama,Nicolas Cage,Hope Davis,2005,USA,http://www.imdb.com/title/tt0384680/?ref_=fn_tt_tt_1
Undisputed,Action|Crime|Drama|Sport,Fisher Stevens,Wes Studi,2002,USA,http://www.imdb.com/title/tt0281322/?ref_=fn_tt_tt_1
Ghost Town,Comedy|Drama|Fantasy|Romance,Aasif Mandvi,Dequina Moore,2008,USA,http://www.imdb.com/title/tt0995039/?ref_=fn_tt_tt_1
12 Rounds,Action|Crime|Thriller,Taylor Cole,Ashley Scott,2009,USA,http://www.imdb.com/title/tt1160368/?ref_=fn_tt_tt_1
Let Me In,Drama|Fantasy|Horror|Mystery,ChloA« Grace Moretz,Dylan Minnette,2010,UK,http://www.imdb.com/title/tt1228987/?ref_=fn_tt_tt_1
3 Ninjas Kick Back,Action|Comedy|Family,Victor Wong,Dustin Nguyen,1994,USA,http://www.imdb.com/title/tt0109015/?ref_=fn_tt_tt_1
Be Kind Rewind,Comedy,Quinton Aaron,Mia Farrow,2008,UK,http://www.imdb.com/title/tt0799934/?ref_=fn_tt_tt_1
